# mode	english	candidate	weight	comment
jp	unmarried	娘	899	~(じょう)
jp	woman	嬢	899	~(じょう)
jp	woman	娘	899	~(じょう)
jp	unmarried-woman	嬢	899	~(じょう)
jp	unmarried-woman	娘	899	~(じょう)
jp	miss	嬢	898	~(じょう)
jp	miss	娘	898	~(じょう)
jp	ess	嬢	897	~(じょう)
jp	ess	娘	897	~(じょう)
jp	constant	常	899	~(とこ)
jp	eternal	常	898	~(とこ)
jp	eternity	常しなえ	899	~(とこしなえ)
jp	always	常に	899	~(つねに)
jp	all	常に	898	~(つねに)
jp	times	常に	898	~(つねに)
jp	at-all-times	常に	898	~(つねに)
jp	normal	常軌	899	~(じょうき)
jp	course	常軌	899	~(じょうき)
jp	normal-course	常軌	899	~(じょうき)
jp	regular	常軌	898	~(じょうき)
jp	way	常軌	898	~(じょうき)
jp	regular-way	常軌	898	~(じょうき)
jp	usually	常時	899	~(じょうじ)
jp	always	常時	898	~(じょうじ)
jp	continuous	常時	897	~(じょうじ)
jp	constant	常時	896	~(じょうじ)
jp	common	常識	899	~(じょうしき)
jp	sense	常識	899	~(じょうしき)
jp	common-sense	常識	899	~(じょうしき)
jp	knowledge	常識	898	~(じょうしき)
jp	common-knowledge	常識	898	~(じょうしき)
jp	practice	常識	897	~(じょうしき)
jp	common-practice	常識	897	~(じょうしき)
jp	social	常識	896	~(じょうしき)
jp	etiquette	常識	896	~(じょうしき)
jp	social-etiquette	常識	896	~(じょうしき)
jp	custom	常習	899	~(じょうしゅう)
jp	habit	常習	898	~(じょうしゅう)
jp	habitual	常習者	899	~(じょうしゅうしゃ)
jp	offender	常習者	899	~(じょうしゅうしゃ)
jp	habitual-offender	常習者	899	~(じょうしゅうしゃ)
jp	habitual	常習犯	899	~(じょうしゅうはん)
jp	criminal	常習犯	899	~(じょうしゅうはん)
jp	habitual-criminal	常習犯	899	~(じょうしゅうはん)
jp	recidivism	常習犯	898	~(じょうしゅうはん)
jp	eternalness	常世	899	~(とこよ)
jp	distant	常世	898	~(とこよ)
jp	land	常世	898	~(とこよ)
jp	over	常世	898	~(とこよ)
jp	sea	常世	898	~(とこよ)
jp	land	常世の国	899	~(とこよのくに)
jp	land	常世国	899	~(とこよのくに)
jp	dead	常世の国	899	~(とこよのくに)
jp	dead	常世国	899	~(とこよのくに)
jp	land-of-the-dead	常世の国	899	~(とこよのくに)
jp	land-of-the-dead	常世国	899	~(とこよのくに)
jp	distant	常世の国	898	~(とこよのくに)
jp	distant	常世国	898	~(とこよのくに)
jp	country	常世の国	898	~(とこよのくに)
jp	country	常世国	898	~(とこよのくに)
jp	distant-country	常世の国	898	~(とこよのくに)
jp	distant-country	常世国	898	~(とこよのくに)
jp	standing	常設	899	~(じょうせつ)
jp	direct	常体	899	~(じょうたい)
jp	style	常体	899	~(じょうたい)
jp	direct-style	常体	899	~(じょうたい)
jp	permanent	常駐	899	~(じょうちゅう)
jp	stationing	常駐	899	~(じょうちゅう)
jp	permanent-stationing	常駐	899	~(じょうちゅう)
jp	resident	常駐	898	~(じょうちゅう)
jp	everyday	常日頃	899	~(つねひごろ)
jp	everyday	常日ごろ	899	~(つねひごろ)
jp	all	常日頃	898	~(つねひごろ)
jp	all	常日ごろ	898	~(つねひごろ)
jp	times	常日頃	898	~(つねひごろ)
jp	times	常日ごろ	898	~(つねひごろ)
jp	at-all-times	常日頃	898	~(つねひごろ)
jp	at-all-times	常日ごろ	898	~(つねひごろ)
jp	standing	常任	899	~(じょうにん)
jp	permanent	常任	898	~(じょうにん)
jp	member	常任委員	899	~(じょうにんいいん)
jp	standing	常任委員	899	~(じょうにんいいん)
jp	committee	常任委員	899	~(じょうにんいいん)
jp	proper	常分数	899	~(じょうぶんすう)
jp	fraction	常分数	899	~(じょうぶんすう)
jp	proper-fraction	常分数	899	~(じょうぶんすう)
jp	managing	常務	899	~(じょうむ)
jp	director	常務	899	~(じょうむ)
jp	managing-director	常務	899	~(じょうむ)
jp	routine	常務	898	~(じょうむ)
jp	business	常務	898	~(じょうむ)
jp	routine-business	常務	898	~(じょうむ)
jp	habitual	常用	899	~(じょうよう)
jp	use	常用	899	~(じょうよう)
jp	habitual-use	常用	899	~(じょうよう)
jp	kanji	常用漢字	899	~(じょうようかんじ)
jp	j-y-kanji	常用漢字	899	~(じょうようかんじ)
jp	common	常用対数	899	~(じょうようたいすう)
jp	logarithm	常用対数	899	~(じょうようたいすう)
jp	common-logarithm	常用対数	899	~(じょうようたいすう)
jp	addiction	常用癖	899	~(じょうようへき)
jp	evergreen	常緑	899	~(じょうりょく)
jp	evergreen	常緑樹	899	~(じょうりょくじゅ)
jp	tree	常緑樹	899	~(じょうりょくじゅ)
jp	evergreen-tree	常緑樹	899	~(じょうりょくじゅ)
jp	regular	常連	899	~(じょうれん)
jp	regular	定連	899	~(じょうれん)
jp	customer	常連	899	~(じょうれん)
jp	customer	定連	899	~(じょうれん)
jp	regular-customer	常連	899	~(じょうれん)
jp	regular-customer	定連	899	~(じょうれん)
jp	visitor	常連	898	~(じょうれん)
jp	visitor	定連	898	~(じょうれん)
jp	regular-visitor	常連	898	~(じょうれん)
jp	regular-visitor	定連	898	~(じょうれん)
jp	constant	常連	897	~(じょうれん)
jp	constant	定連	897	~(じょうれん)
jp	companion	常連	897	~(じょうれん)
jp	companion	定連	897	~(じょうれん)
jp	constant-companion	常連	897	~(じょうれん)
jp	constant-companion	定連	897	~(じょうれん)
jp	feelings	情	899	~(じょう)
jp	sentiment	情	898	~(じょう)
jp	compassion	情	897	~(じょう)
jp	passion	情	896	~(じょう)
jp	love	情	895	~(じょう)
jp	way	情	894	~(じょう)
jp	things	情	894	~(じょう)
jp	really	情	894	~(じょう)
jp	are	情	894	~(じょう)
jp	pity	情け	899	~(なさけ)
jp	compassion	情け	898	~(なさけ)
jp	affection	情け	897	~(なさけ)
jp	affection	情愛	899	~(じょうあい)
jp	feeling	情意	899	~(じょうい)
jp	will	情意	898	~(じょうい)
jp	feeling	情感	899	~(じょうかん)
jp	emotion	情感	898	~(じょうかん)
jp	information	情機	899	~(じょうき)
jp	appliance	情機	899	~(じょうき)
jp	information-appliance	情機	899	~(じょうき)
jp	system	情機	898	~(じょうき)
jp	information-system	情機	898	~(じょうき)
jp	spectacle	情景	899	~(じょうけい)
jp	spectacle	状景	899	~(じょうけい)
jp	scene	情景	898	~(じょうけい)
jp	scene	状景	898	~(じょうけい)
jp	lovers	情死	899	~(じょうし)
jp	suicide	情死	899	~(じょうし)
jp	lovers'-suicide	情死	899	~(じょうし)
jp	love	情事	899	~(じょうじ)
jp	affair	情事	899	~(じょうじ)
jp	love-affair	情事	899	~(じょうじ)
jp	mood	情趣	899	~(じょうしゅ)
jp	artistic	情趣	898	~(じょうしゅ)
jp	effect	情趣	898	~(じょうしゅ)
jp	artistic-effect	情趣	898	~(じょうしゅ)
jp	taking	情状酌量	899	~(じょうじょうしゃくりょう)
jp	extenuating	情状酌量	899	~(じょうじょうしゃくりょう)
jp	circumstances	情状酌量	899	~(じょうじょうしゃくりょう)
jp	consideration	情状酌量	899	~(じょうじょうしゃくりょう)
jp	state	情勢	899	~(じょうせい)
jp	state	状勢	899	~(じょうせい)
jp	things	情勢	899	~(じょうせい)
jp	things	状勢	899	~(じょうせい)
jp	state-of-things	情勢	899	~(じょうせい)
jp	state-of-things	状勢	899	~(じょうせい)
jp	situation	情勢	898	~(じょうせい)
jp	situation	状勢	898	~(じょうせい)
jp	circumstances	情勢	897	~(じょうせい)
jp	circumstances	状勢	897	~(じょうせい)
jp	passion	情熱	899	~(じょうねつ)
jp	zeal	情熱	898	~(じょうねつ)
jp	sentiments	情念	899	~(じょうねん)
jp	lover	情夫	899	~(じょうふ)
jp	lover	情婦	899	~(じょうふ)
jp	kept	情婦	898	~(じょうふ)
jp	woman	情婦	898	~(じょうふ)
jp	kept-woman	情婦	898	~(じょうふ)
jp	information	情報	899	~(じょうほう)
jp	report	情報	898	~(じょうほう)
jp	informatics	情報	896	~(じょうほう)
jp	computerization	情報化	899	~(じょうほうか)
jp	information	情報科学	899	~(じょうほうかがく)
jp	science	情報科学	899	~(じょうほうかがく)
jp	information-science	情報科学	899	~(じょうほうかがく)
jp	information	情報機器	899	~(じょうほうきき)
jp	appliance	情報機器	899	~(じょうほうきき)
jp	information-appliance	情報機器	899	~(じょうほうきき)
jp	system	情報機器	898	~(じょうほうきき)
jp	information-system	情報機器	898	~(じょうほうきき)
jp	information	情報技術	899	~(じょうほうぎじゅつ)
jp	technology	情報技術	899	~(じょうほうぎじゅつ)
jp	information-technology	情報技術	899	~(じょうほうぎじゅつ)
jp	source	情報源	899	~(じょうほうげん)
jp	source	情報元	899	~(じょうほうげん)
jp	information	情報源	899	~(じょうほうげん)
jp	information	情報元	899	~(じょうほうげん)
jp	source-of-information	情報源	899	~(じょうほうげん)
jp	source-of-information	情報元	899	~(じょうほうげん)
jp	message	情報源	898	~(じょうほうげん)
jp	message	情報元	898	~(じょうほうげん)
jp	message-source	情報源	898	~(じょうほうげん)
jp	message-source	情報元	898	~(じょうほうげん)
jp	computer	情報工学	899	~(じょうほうこうがく)
jp	science	情報工学	899	~(じょうほうこうがく)
jp	computer-science	情報工学	899	~(じょうほうこうがく)
jp	essential	情報主要素	899	~(じょうほうしゅようそ)
jp	elements	情報主要素	899	~(じょうほうしゅようそ)
jp	information	情報主要素	899	~(じょうほうしゅようそ)
jp	data	情報処理	899	~(じょうほうしょり)
jp	processing	情報処理	899	~(じょうほうしょり)
jp	data-processing	情報処理	899	~(じょうほうしょり)
jp	telecommunications	情報通信	899	~(じょうほうつうしん)
jp	information	情報理論	899	~(じょうほうりろん)
jp	theory	情報理論	899	~(じょうほうりろん)
jp	information-theory	情報理論	899	~(じょうほうりろん)
jp	amount	情報量	899	~(じょうほうりょう)
jp	information	情報量	899	~(じょうほうりょう)
jp	amount-of-information	情報量	899	~(じょうほうりょう)
jp	content	情報量	898	~(じょうほうりょう)
jp	information-content	情報量	898	~(じょうほうりょう)
jp	surprisal	情報量	897	~(じょうほうりょう)
jp	passions	情欲	899	~(じょうよく)
jp	passions	情慾	899	~(じょうよく)
jp	lust	情欲	898	~(じょうよく)
jp	lust	情慾	898	~(じょうよく)
jp	condition	条件	899	~(じょうけん)
jp	requirement	条件	898	~(じょうけん)
jp	prerequisite	条件	897	~(じょうけん)
jp	conditional	条件付き	899	~(じょうけんつき)
jp	conditional	条件付	899	~(じょうけんつき)
jp	conditional	条件つき	899	~(じょうけんつき)
jp	conditions	条件付き	898	~(じょうけんつき)
jp	conditions	条件付	898	~(じょうけんつき)
jp	conditions	条件つき	898	~(じょうけんつき)
jp	attached	条件付き	898	~(じょうけんつき)
jp	attached	条件付	898	~(じょうけんつき)
jp	attached	条件つき	898	~(じょうけんつき)
jp	with-conditions-attached	条件付き	898	~(じょうけんつき)
jp	with-conditions-attached	条件付	898	~(じょうけんつき)
jp	with-conditions-attached	条件つき	898	~(じょうけんつき)
jp	conditional	条件付き表現式	899	~(じょうけんつきひょうげんしき)
jp	expression	条件付き表現式	899	~(じょうけんつきひょうげんしき)
jp	conditional-expression	条件付き表現式	899	~(じょうけんつきひょうげんしき)
jp	conditional	条件文	899	~(じょうけんぶん)
jp	sentence	条件文	899	~(じょうけんぶん)
jp	conditional-sentence	条件文	899	~(じょうけんぶん)
jp	statement	条件文	898	~(じょうけんぶん)
jp	conditional-statement	条件文	898	~(じょうけんぶん)
jp	clause	条項	899	~(じょうこう)
jp	stipulations	条項	898	~(じょうこう)
jp	text	条文	899	~(じょうぶん)
jp	strip	条片	899	~(じょうへん)
jp	treaty	条約	899	~(じょうやく)
jp	convention	条約	898	~(じょうやく)
jp	reason	条理	899	~(じょうり)
jp	regulations	条例	899	~(じょうれい)
jp	regulations	条令	899	~(じょうれい)
jp	regulation	条例	898	~(じょうれい)
jp	regulation	条令	898	~(じょうれい)
jp	bylaw	条例	897	~(じょうれい)
jp	bylaw	条令	897	~(じょうれい)
jp	cane	杖	899	~(つえ)
jp	staff	杖	898	~(つえ)
jp	purification	浄化	899	~(じょうか)
jp	cleanup	浄化	898	~(じょうか)
jp	clean	浄水	899	~(じょうすい)
jp	water	浄水	899	~(じょうすい)
jp	clean-water	浄水	899	~(じょうすい)
jp	water	浄水器	899	~(じょうすいき)
jp	filter	浄水器	899	~(じょうすいき)
jp	water-filter	浄水器	899	~(じょうすいき)
jp	water	浄水場	899	~(じょうすいじょう)
jp	filtration	浄水場	899	~(じょうすいじょう)
jp	plant	浄水場	899	~(じょうすいじょう)
jp	water-filtration-plant	浄水場	899	~(じょうすいじょう)
jp	pure	浄土	899	~(じょうど)
jp	land	浄土	899	~(じょうど)
jp	pure-land	浄土	899	~(じょうど)
jp	buddhism	浄土	898	~(じょうど)
jp	pure-land-buddhism	浄土	898	~(じょうど)
jp	ruri	浄瑠璃	899	~(じょうるり)
jp	j-ruri	浄瑠璃	899	~(じょうるり)
jp	form	状	899	~(じょう)
jp	appearance	状	898	~(じょう)
jp	state	状	897	~(じょう)
jp	circumstances	状	896	~(じょう)
jp	letter	状	895	~(じょう)
jp	state	状況	899	~(じょうきょう)
jp	state	情況	899	~(じょうきょう)
jp	affairs	状況	899	~(じょうきょう)
jp	affairs	情況	899	~(じょうきょう)
jp	state-of-affairs	状況	899	~(じょうきょう)
jp	state-of-affairs	情況	899	~(じょうきょう)
jp	conditions	状況	898	~(じょうきょう)
jp	conditions	情況	898	~(じょうきょう)
jp	depending	状況によって	899	~(じょうきょうによって)
jp	situation	状況によって	899	~(じょうきょうによって)
jp	depending-on-the-situation	状況によって	899	~(じょうきょうによって)
jp	state	状態	899	~(じょうたい)
jp	state	情態	899	~(じょうたい)
jp	situation	状態	898	~(じょうたい)
jp	situation	情態	898	~(じょうたい)
jp	circumstances	状態	897	~(じょうたい)
jp	circumstances	情態	897	~(じょうたい)
jp	tatami	畳	899	~(じょう)
jp	mat	畳	899	~(じょう)
jp	tatami-mat	畳	899	~(じょう)
jp	tatami	疊	899	~(たたみ)
jp	mat	疊	899	~(たたみ)
jp	tatami-mat	疊	899	~(たたみ)
jp	give	畳み掛ける	899	~(たたみかける)
jp	give	畳みかける	899	~(たたみかける)
jp	leeway	畳み掛ける	899	~(たたみかける)
jp	leeway	畳みかける	899	~(たたみかける)
jp	to-give-no-leeway	畳み掛ける	899	~(たたみかける)
jp	to-give-no-leeway	畳みかける	899	~(たたみかける)
jp	shower	畳み掛ける	898	~(たたみかける)
jp	shower	畳みかける	898	~(たたみかける)
jp	to-shower	畳み掛ける	898	~(たたみかける)
jp	to-shower	畳みかける	898	~(たたみかける)
jp	fold	畳み込む	899	~(たたみこむ)
jp	fold	たたみ込む	899	~(たたみこむ)
jp	fold	畳みこむ	899	~(たたみこむ)
jp	to-fold-in	畳み込む	899	~(たたみこむ)
jp	to-fold-in	たたみ込む	899	~(たたみこむ)
jp	to-fold-in	畳みこむ	899	~(たたみこむ)
jp	put	畳み込む	898	~(たたみこむ)
jp	put	たたみ込む	898	~(たたみこむ)
jp	put	畳みこむ	898	~(たたみこむ)
jp	store	畳み込む	897	~(たたみこむ)
jp	store	たたみ込む	897	~(たたみこむ)
jp	store	畳みこむ	897	~(たたみこむ)
jp	heart	畳み込む	897	~(たたみこむ)
jp	heart	たたみ込む	897	~(たたみこむ)
jp	heart	畳みこむ	897	~(たたみこむ)
jp	keep	畳み込む	896	~(たたみこむ)
jp	keep	たたみ込む	896	~(たたみこむ)
jp	keep	畳みこむ	896	~(たたみこむ)
jp	mind	畳み込む	896	~(たたみこむ)
jp	mind	たたみ込む	896	~(たたみこむ)
jp	mind	畳みこむ	896	~(たたみこむ)
jp	to-keep-in-mind	畳み込む	896	~(たたみこむ)
jp	to-keep-in-mind	たたみ込む	896	~(たたみこむ)
jp	to-keep-in-mind	畳みこむ	896	~(たたみこむ)
jp	rapid	畳み込む	895	~(たたみこむ)
jp	rapid	たたみ込む	895	~(たたみこむ)
jp	rapid	畳みこむ	895	~(たたみこむ)
jp	succession	畳み込む	895	~(たたみこむ)
jp	succession	たたみ込む	895	~(たたみこむ)
jp	succession	畳みこむ	895	~(たたみこむ)
jp	fold	畳む	899	~(たたむ)
jp	to-fold	畳む	899	~(たたむ)
jp	close	畳む	898	~(たたむ)
jp	to-close	畳む	898	~(たたむ)
jp	vacate	畳む	897	~(たたむ)
jp	to-vacate	畳む	897	~(たたむ)
jp	matmaker	畳屋	899	~(たたみや)
jp	syllable	畳語	899	~(じょうご)
jp	repetition	畳語	899	~(じょうご)
jp	syllable-repetition	畳語	899	~(じょうご)
jp	iteration	畳字	899	~(じょうじ)
jp	mark	畳字	899	~(じょうじ)
jp	iteration-mark	畳字	899	~(じょうじ)
jp	tatami	畳針	899	~(たたみばり)
jp	needle	畳針	899	~(たたみばり)
jp	tatami-needle	畳針	899	~(たたみばり)
jp	renewing	畳替え	899	~(たたみがえ)
jp	mats	畳替え	899	~(たたみがえ)
jp	renewing-mats	畳替え	899	~(たたみがえ)
jp	facing	畳表	899	~(たたみおもて)
jp	tatami	畳表	899	~(たたみおもて)
jp	mat	畳表	899	~(たたみおもて)
jp	steam	蒸かす	899	~(ふかす)
jp	steam	蒸す	899	~(ふかす)
jp	to-steam	蒸かす	899	~(ふかす)
jp	to-steam	蒸す	899	~(ふかす)
jp	become	蒸ける	899	~(ふける)
jp	ready	蒸ける	899	~(ふける)
jp	eat	蒸ける	899	~(ふける)
jp	humid	蒸し暑い	899	~(むしあつい)
jp	humid	むし暑い	899	~(むしあつい)
jp	humid	蒸暑い	899	~(むしあつい)
jp	hot	蒸し蒸し	899	~(むしむし,ムシムシ)
jp	humid	蒸し蒸し	899	~(むしむし,ムシムシ)
jp	hot-and-humid	蒸し蒸し	899	~(むしむし,ムシムシ)
jp	sultry	蒸し蒸し	898	~(むしむし,ムシムシ)
jp	reheat	蒸し返す	899	~(むしかえす)
jp	reheat	蒸返す	899	~(むしかえす)
jp	to-reheat	蒸し返す	899	~(むしかえす)
jp	to-reheat	蒸返す	899	~(むしかえす)
jp	bring	蒸し返す	898	~(むしかえす)
jp	bring	蒸返す	898	~(むしかえす)
jp	again	蒸し返す	898	~(むしかえす)
jp	again	蒸返す	898	~(むしかえす)
jp	to-bring-up-again	蒸し返す	898	~(むしかえす)
jp	to-bring-up-again	蒸返す	898	~(むしかえす)
jp	drag	蒸し返す	897	~(むしかえす)
jp	drag	蒸返す	897	~(むしかえす)
jp	to-drag-up	蒸し返す	897	~(むしかえす)
jp	to-drag-up	蒸返す	897	~(むしかえす)
jp	hot	蒸す	898	~(むす)
jp	humid	蒸す	898	~(むす)
jp	cook	蒸らす	899	~(むらす)
jp	steam	蒸らす	899	~(むらす)
jp	to-cook-by-steam	蒸らす	899	~(むらす)
jp	steamed	蒸れる	899	~(むれる)
jp	to-be-steamed	蒸れる	899	~(むれる)
jp	stuffy	蒸れる	898	~(むれる)
jp	to-be-stuffy	蒸れる	898	~(むれる)
jp	get	蒸れる	897	~(むれる)
jp	close	蒸れる	897	~(むれる)
jp	to-get-close	蒸れる	897	~(むれる)
jp	feel	蒸れる	896	~(むれる)
jp	sticky	蒸れる	896	~(むれる)
jp	to-feel-sticky	蒸れる	896	~(むれる)
jp	steam	蒸気	899	~(じょうき)
jp	steam	蒸汽	899	~(じょうき)
jp	vapor	蒸気	898	~(じょうき)
jp	vapor	蒸汽	898	~(じょうき)
jp	steamboat	蒸気	897	~(じょうき)
jp	steamboat	蒸汽	897	~(じょうき)
jp	transpiration	蒸散	899	~(じょうさん)
jp	vacuum	蒸着	899	~(じょうちゃく)
jp	deposition	蒸着	899	~(じょうちゃく)
jp	vacuum-deposition	蒸着	899	~(じょうちゃく)
jp	evaporation	蒸発	899	~(じょうはつ)
jp	disappearance	蒸発	898	~(じょうはつ)
jp	distillation	蒸留	899	~(じょうりゅう)
jp	distillation	蒸溜	899	~(じょうりゅう)
jp	distillation	蒸餾	899	~(じょうりゅう)
jp	distilled	蒸留水	899	~(じょうりゅうすい)
jp	water	蒸留水	899	~(じょうりゅうすい)
jp	distilled-water	蒸留水	899	~(じょうりゅうすい)
jp	give	譲り合う	899	~(ゆずりあう)
jp	give	譲りあう	899	~(ゆずりあう)
jp	take	譲り合う	899	~(ゆずりあう)
jp	take	譲りあう	899	~(ゆずりあう)
jp	to-give-and-take	譲り合う	899	~(ゆずりあう)
jp	to-give-and-take	譲りあう	899	~(ゆずりあう)
jp	compromise	譲り合う	898	~(ゆずりあう)
jp	compromise	譲りあう	898	~(ゆずりあう)
jp	to-compromise	譲り合う	898	~(ゆずりあう)
jp	to-compromise	譲りあう	898	~(ゆずりあう)
jp	take	譲り受ける	899	~(ゆずりうける)
jp	take	譲りうける	899	~(ゆずりうける)
jp	take	譲受ける	899	~(ゆずりうける)
jp	take	ゆずり受ける	899	~(ゆずりうける)
jp	over	譲り受ける	899	~(ゆずりうける)
jp	over	譲りうける	899	~(ゆずりうける)
jp	over	譲受ける	899	~(ゆずりうける)
jp	over	ゆずり受ける	899	~(ゆずりうける)
jp	to-take-over	譲り受ける	899	~(ゆずりうける)
jp	to-take-over	譲りうける	899	~(ゆずりうける)
jp	to-take-over	譲受ける	899	~(ゆずりうける)
jp	to-take-over	ゆずり受ける	899	~(ゆずりうける)
jp	inherit	譲り受ける	898	~(ゆずりうける)
jp	inherit	譲りうける	898	~(ゆずりうける)
jp	inherit	譲受ける	898	~(ゆずりうける)
jp	inherit	ゆずり受ける	898	~(ゆずりうける)
jp	to-inherit	譲り受ける	898	~(ゆずりうける)
jp	to-inherit	譲りうける	898	~(ゆずりうける)
jp	to-inherit	譲受ける	898	~(ゆずりうける)
jp	to-inherit	ゆずり受ける	898	~(ゆずりうける)
jp	buy	譲り受ける	897	~(ゆずりうける)
jp	buy	譲りうける	897	~(ゆずりうける)
jp	buy	譲受ける	897	~(ゆずりうける)
jp	buy	ゆずり受ける	897	~(ゆずりうける)
jp	to-buy	譲り受ける	897	~(ゆずりうける)
jp	to-buy	譲りうける	897	~(ゆずりうける)
jp	to-buy	譲受ける	897	~(ゆずりうける)
jp	to-buy	ゆずり受ける	897	~(ゆずりうける)
jp	hand	譲り渡す	899	~(ゆずりわたす)
jp	hand	譲りわたす	899	~(ゆずりわたす)
jp	over	譲り渡す	899	~(ゆずりわたす)
jp	over	譲りわたす	899	~(ゆずりわたす)
jp	to-hand-over	譲り渡す	899	~(ゆずりわたす)
jp	to-hand-over	譲りわたす	899	~(ゆずりわたす)
jp	cede	譲り渡す	898	~(ゆずりわたす)
jp	cede	譲りわたす	898	~(ゆずりわたす)
jp	to-cede	譲り渡す	898	~(ゆずりわたす)
jp	to-cede	譲りわたす	898	~(ゆずりわたす)
jp	hand	譲る	899	~(ゆずる)
jp	over	譲る	899	~(ゆずる)
jp	to-hand-over	譲る	899	~(ゆずる)
jp	turn	譲る	898	~(ゆずる)
jp	to-turn-over	譲る	898	~(ゆずる)
jp	convey	譲る	897	~(ゆずる)
jp	to-convey	譲る	897	~(ゆずる)
jp	give	譲る	896	~(ゆずる)
jp	to-give-up	譲る	896	~(ゆずる)
jp	yield	譲る	895	~(ゆずる)
jp	to-yield	譲る	895	~(ゆずる)
jp	ground	譲る	894	~(ゆずる)
jp	to-give-ground	譲る	894	~(ゆずる)
jp	sell	譲る	893	~(ゆずる)
jp	to-sell	譲る	893	~(ゆずる)
jp	postpone	譲る	892	~(ゆずる)
jp	to-postpone	譲る	892	~(ゆずる)
jp	defer	譲る	891	~(ゆずる)
jp	to-defer	譲る	891	~(ゆずる)
jp	transfer	譲渡	899	~(じょうと)
jp	conveyance	譲渡	898	~(じょうと)
jp	concession	譲歩	899	~(じょうほ)
jp	compromise	譲歩	898	~(じょうほ)
jp	create	醸し出す	899	~(かもしだす)
jp	create	かもし出す	899	~(かもしだす)
jp	create	醸しだす	899	~(かもしだす)
jp	to-create	醸し出す	899	~(かもしだす)
jp	to-create	かもし出す	899	~(かもしだす)
jp	to-create	醸しだす	899	~(かもしだす)
jp	engender	醸し出す	898	~(かもしだす)
jp	engender	かもし出す	898	~(かもしだす)
jp	engender	醸しだす	898	~(かもしだす)
jp	to-engender	醸し出す	898	~(かもしだす)
jp	to-engender	かもし出す	898	~(かもしだす)
jp	to-engender	醸しだす	898	~(かもしだす)
jp	brew	醸す	899	~(かもす)
jp	to-brew	醸す	899	~(かもす)
jp	cause	醸す	898	~(かもす)
jp	to-cause	醸す	898	~(かもす)
jp	bring	醸す	897	~(かもす)
jp	about	醸す	897	~(かもす)
jp	to-bring-about	醸す	897	~(かもす)
jp	brewing	醸成	899	~(じょうせい)
jp	arousing	醸成	898	~(じょうせい)
jp	creating	醸成	897	~(じょうせい)
jp	bringing	醸成	896	~(じょうせい)
jp	about	醸成	896	~(じょうせい)
jp	bringing-about	醸成	896	~(じょうせい)
jp	brewing	醸造	899	~(じょうぞう)
jp	zymurgy	醸造学	899	~(じょうぞうがく)
jp	brewery	醸造所	899	~(じょうぞうしょ,じょうぞうじょ)
jp	pill	錠剤	899	~(じょうざい)
jp	tablet	錠剤	898	~(じょうざい)
jp	lock	錠前	899	~(じょうまえ)
jp	commission	嘱託	899	~(しょくたく)
jp	commission	属託	899	~(しょくたく)
jp	commission	囑託	899	~(しょくたく)
jp	part-time	嘱託	898	~(しょくたく)
jp	part-time	属託	898	~(しょくたく)
jp	part-time	囑託	898	~(しょくたく)
jp	employee	嘱託	898	~(しょくたく)
jp	employee	属託	898	~(しょくたく)
jp	employee	囑託	898	~(しょくたく)
jp	part-time-employee	嘱託	898	~(しょくたく)
jp	part-time-employee	属託	898	~(しょくたく)
jp	part-time-employee	囑託	898	~(しょくたく)
jp	having	嘱望	899	~(しょくぼう)
jp	having	属望	899	~(しょくぼう)
jp	having	矚望	899	~(しょくぼう)
jp	great	嘱望	899	~(しょくぼう)
jp	great	属望	899	~(しょくぼう)
jp	great	矚望	899	~(しょくぼう)
jp	hopes	嘱望	899	~(しょくぼう)
jp	hopes	属望	899	~(しょくぼう)
jp	hopes	矚望	899	~(しょくぼう)
jp	having-great-hopes-for	嘱望	899	~(しょくぼう)
jp	having-great-hopes-for	属望	899	~(しょくぼう)
jp	having-great-hopes-for	矚望	899	~(しょくぼう)
jp	pinning	嘱望	898	~(しょくぼう)
jp	pinning	属望	898	~(しょくぼう)
jp	pinning	矚望	898	~(しょくぼう)
jp	pinning-ones-hopes-on	嘱望	898	~(しょくぼう)
jp	pinning-ones-hopes-on	属望	898	~(しょくぼう)
jp	pinning-ones-hopes-on	矚望	898	~(しょくぼう)
jp	decoration	飾り	899	~(かざり)
jp	trimmings	飾り	898	~(かざり)
jp	affectation	飾り気	899	~(かざりけ)
jp	affectation	飾りけ	899	~(かざりけ)
jp	pretence	飾り気	898	~(かざりけ)
jp	pretence	飾りけ	898	~(かざりけ)
jp	ornamental	飾り皿	899	~(かざりざら)
jp	plate	飾り皿	899	~(かざりざら)
jp	ornamental-plate	飾り皿	899	~(かざりざら)
jp	decorate	飾り付ける	899	~(かざりつける)
jp	decorate	飾りつける	899	~(かざりつける)
jp	to-decorate	飾り付ける	899	~(かざりつける)
jp	to-decorate	飾りつける	899	~(かざりつける)
jp	decorate	飾り立てる	899	~(かざりたてる)
jp	decorate	飾りたてる	899	~(かざりたてる)
jp	gaudily	飾り立てる	899	~(かざりたてる)
jp	gaudily	飾りたてる	899	~(かざりたてる)
jp	to-decorate-gaudily	飾り立てる	899	~(かざりたてる)
jp	to-decorate-gaudily	飾りたてる	899	~(かざりたてる)
jp	deck	飾り立てる	898	~(かざりたてる)
jp	deck	飾りたてる	898	~(かざりたてる)
jp	out	飾り立てる	898	~(かざりたてる)
jp	out	飾りたてる	898	~(かざりたてる)
jp	to-deck-out	飾り立てる	898	~(かざりたてる)
